source_language,source_text,translated_text
"deu_Latn","adventskalender für kinder","儿童圣诞倒数日历"
"deu_Latn","adventskalender snacks","圣诞倒数日历零食"
"deu_Latn","achtsamkeit adventskalender 2025","谨慎性 圣诞倒数日历 2025"
"deu_Latn","adventskalender basteln","自制圣诞日历"
"deu_Latn","kaffee adventskalender 2025","2025年咖啡圣诞日历"
"deu_Latn","drei fragezeichen adventskalender","三个问号圣诞倒数日历"
"deu_Latn","hello kitty adventskalender","hello kitty 圣诞倒数日历"
"deu_Latn","bluebrixx adventskalender","bluebrixx 圣诞倒数日历"
"deu_Latn","more nutrition adventskalender","更多营养的圣诞倒数日历"
"deu_Latn","adventskalender puzzle","圣诞日历拼图"
"deu_Latn","adventskalender milka","圣诞倒数日历 milka"
"deu_Latn","adventskalender kerzen","圣诞倒数日历蜡烛"
"deu_Latn","kosmetik adventskalender","化妆品圣诞倒数日历"
"deu_Latn","disney adventskalender","迪士尼圣诞倒数日历"
"deu_Latn","aufkleber adventskalender zahlen","贴纸 圣诞倒数日历 支付"
"deu_Latn","adventskalender selber basteln","自制圣诞日历"
"deu_Latn","adventskalender paw patrol","圣诞倒数日历 巴布熊巡逻队"
"deu_Latn","adventskalender 2025 männer werkzeug","2025年男士工具圣诞日历"
"deu_Latn","adventskalender 2025 harry potter","2025年哈利波特圣诞倒数日历"
"deu_Latn","lego friends adventskalender 2025","乐高朋友2025年圣诞倒数日历"
"deu_Latn","adventskalender 2025 frauen parfüm","2025年圣诞倒数日历 女士香水"
"deu_Latn","essie adventskalender 2025","essie 2025年圣诞倒数日历"
"deu_Latn","fußball adventskalender","足球圣诞日历"
"deu_Latn","adventskalender gesund","健康圣诞日历"
"deu_Latn","tip toi adventskalender 2025","2025年提普托伊圣诞倒数日历"
"deu_Latn","adventskalender schokolade 2025","2025年圣诞倒数日历 巧克力"
"deu_Latn","fussball adventskalender 2025","2025年足球圣诞日历"
"deu_Latn","adventskalender zum befüllen xxl","可填充的圣诞倒数日历（XXL）"
"deu_Latn","erotischer adventskalender","色情圣诞倒数日历"
"deu_Latn","bosch adventskalender","博世圣诞倒数日历"
"deu_Latn","veganer adventskalender","纯素圣诞倒数日历"
"deu_Latn","adventskalender make up","圣诞倒数日历 化妆"
"deu_Latn","adventskalender pralinen","圣诞日历巧克力"
"deu_Latn","adventskalender männer 2025","2025年男士圣诞倒数日历"
"deu_Latn","adventskalender kleinkind","圣诞倒数日历 幼儿"
"deu_Latn","adventskalender tüten groß","圣诞倒数日历大袋子"
"deu_Latn","adventskalender mädchen 6 jahre","圣诞倒数日历 女孩 6岁"
"deu_Latn","adventskalender 2025 werkzeug","2025年圣诞倒数日历 工具"
"deu_Latn","grinch adventskalender 2025","2025年格林奇圣诞倒数日历"
"deu_Latn","kleinigkeiten für adventskalender erwachsene","成人版圣诞倒数日历小物件"
"deu_Latn","adventskalender inhalt","圣诞日历内容"
"deu_Latn","sugar gang adventskalender","糖帮圣诞倒数日历"
"deu_Latn","stoff adventskalender zum befüllen","可填充的布制圣诞倒数日历"
"deu_Latn","adventskalender red bull","红牛圣诞倒数日历"
"deu_Latn","adventskalender für erwachsene","成人圣诞倒数日历"
"deu_Latn","porsche adventskalender 2025","保时捷2025年圣诞倒数日历"
"deu_Latn","adventskalender marmelade","圣诞倒数日历 果酱"
"deu_Latn","adventskalender pferde","圣诞倒数日历 马"
"deu_Latn","wednesday adventskalender","周三圣诞日历"
"deu_Latn","adventskalender jungen 6 jahre","6岁儿童圣诞倒数日历"
"deu_Latn","adventskalender 2025 kinder mädchen","2025年圣诞倒数日历 儿童 女孩"
"deu_Latn","adventskalender 2025 kinder jungen","2025年圣诞倒数日历 儿童 男孩"
"deu_Latn","adventskalender parfüm damen","圣诞日历 女士香水"
"deu_Latn","lego harry potter adventskalender","乐高哈利波特圣诞倒数日历"
"deu_Latn","loreal adventskalender 2025","欧莱雅2025年圣诞倒数日历"
"deu_Latn","schokoladen adventskalender 2025","2025年巧克力圣诞倒数日历"
"deu_Latn","adventskalender für schwangere","孕妇圣诞日历"
"deu_Latn","beauty adventskalender","美妆圣诞倒数日历"
"deu_Latn","diy adventskalender zum befüllen","DIY可填充圣诞倒数日历"
"deu_Latn","reeses adventskalender","丽丝绒圣诞倒数日历"
"deu_Latn","slime adventskalender","史莱姆圣诞倒数日历"
"deu_Latn","adventskalender bier","圣诞倒数日历 啤酒"
"deu_Latn","wera adventskalender","wera adventskalender"
"deu_Latn","adventskalender fussball","圣诞倒数日历 足球"
"deu_Latn","tüten adventskalender zum befüllen","可填充的纸袋式圣诞倒数日历"
"deu_Latn","adventskalender auto","圣诞倒数日历 汽车"
"deu_Latn","adventskalender lustig","趣味圣诞倒数日历"
"deu_Latn","one piece adventskalender","单件圣诞倒数日历"
"deu_Latn","adventskalender 2025 rituals","2025年圣诞倒数日历 rituals"
"deu_Latn","adventskalender 2025 paar","2025年圣诞倒数日历 一对"
"deu_Latn","nuss adventskalender","坚果圣诞倒数日历"
"deu_Latn","tiptoi adventskalender","tiptoi 圣诞倒数日历"
"deu_Latn","adventskalender kaffee","圣诞倒数日历 咖啡"
"deu_Latn","adventskalender herren","男士圣诞倒数日历"
"deu_Latn","adventskalender gummibärchen","圣诞倒数日历 橡皮糖"
"deu_Latn","adventskalender jugendliche jungs","圣诞倒数日历 青少年男孩"
"deu_Latn","adventskalender makita","圣诞日历 麻吉达"
"deu_Latn","pukka adventskalender 2025","pukka 2025年圣诞倒数日历"
"deu_Latn","adventskalender mädchen 4 jahre","圣诞日历 女孩 4岁"
"deu_Latn","adventskalender minecraft 2025","2025年我的世界（Minecraft）圣诞日历"
"deu_Latn","adventskalender 2025 playmobil","2025年playmobil圣诞日历"
"deu_Latn","salami adventskalender","萨拉米香肠圣诞倒数日历"
"deu_Latn","adventskalender mädchen 5 jahre","圣诞倒数日历 女孩 5岁"
"deu_Latn","adventskalender mama","圣诞倒数日历妈妈"
"deu_Latn","adventskalender angeln","圣诞倒数日历 钓鱼"
"deu_Latn","inhalt adventskalender kinder","圣诞倒数日历 内容 儿童"
"deu_Latn","adventskalender puzzle erwachsene","圣诞日历拼图 成人"
"deu_Latn","hunde adventskalender","狗狗圣诞倒数日历"
"deu_Latn","angel adventskalender","天使圣诞倒数日历"
"deu_Latn","paw patrol adventskalender","《帕哇巡逻队》圣诞倒数日历"
"deu_Latn","adventskalender anime","动漫圣诞倒数日历"
"deu_Latn","adventskalender 2025 gewürze","2025年圣诞倒数日历 香料"
"deu_Latn","adventskalender diy","自制圣诞日历DIY"
"deu_Latn","manhattan adventskalender 2025","曼哈顿2025年圣诞倒数日历"
"deu_Latn","fortnite adventskalender","堡垒之夜圣诞日历"
"deu_Latn","adventskalender star wars","《星球大战》圣诞倒数日历"
"deu_Latn","koro adventskalender","科罗圣诞日历"
"deu_Latn","die drei ausrufezeichen adventskalender","三个感叹号的圣诞倒数日历"
"deu_Latn","adventskalender 2025 frauen schmuck","2025年圣诞倒数日历 女士饰品"
"deu_Latn","adventskalender beste freundin","圣诞倒数日历 最好的朋友"
"deu_Latn","haribo adventskalender","哈瑞宝圣诞倒数日历"
"deu_Latn","adventskalender sport","圣诞倒数日历 运动"
"deu_Latn","nutella adventskalender","耐图拉圣诞倒数日历"
"deu_Latn","k pop demon hunter adventskalender","K-pop恶魔猎人圣诞日历"
"deu_Latn","mini geschenke für adventskalender","迷你圣诞倒数日历小礼物"
"deu_Latn","adventskalender fc bayern","拜仁慕尼黑圣诞倒数日历"
"deu_Latn","weihnachtskalender männer","圣诞日历 男士"
"deu_Latn","adventskalender sprüche","圣诞日历寄语"
"deu_Latn","ideen für adventskalender füllung","圣诞倒数日历填充物创意"
"deu_Latn","adventskalender dunkle schokolade","圣诞倒数日历 黑巧克力"
"deu_Latn","adventskalender säckchen groß","圣诞倒数日历大袋子"
"deu_Latn","adventskalender harry potter 2025","哈利波特2025年圣诞倒数日历"
"deu_Latn","adventskalender rätsel erwachsene","圣诞倒数日历谜题 成人"
"deu_Latn","adventskalender hunde 2025","2025年狗狗圣诞日历"
"deu_Latn","protein adventskalender","蛋白质圣诞日历"
"deu_Latn","anime adventskalender 2025","2025年动漫圣诞日历"
"deu_Latn","adventskalender hotwheels","热轮圣诞倒数日历"
"deu_Latn","adventskalender lego 2025","乐高2025年圣诞倒数日历"
"deu_Latn","adventskalender nutella","坚果巧克力圣诞日历 nutella"
"deu_Latn","zahlen adventskalender","支付圣诞倒数日历"
"deu_Latn","adventskalender bücher","圣诞日历书籍"
"deu_Latn","adventskalender experimente","圣诞日历实验"
"deu_Latn","adventskalender aufkleber","圣诞倒数日历贴纸"
"deu_Latn","adventskalender after eight","圣诞倒数日历 after eight"
"deu_Latn","adventskalender rituals 2025","2025年圣诞倒数日历仪式"
"deu_Latn","adventskalender sticker 1-24","圣诞倒数日历贴纸 1-24"
"deu_Latn","adventskalender gaming","游戏圣诞日历"
"deu_Latn","wein adventskalender 2025","葡萄酒 圣诞倒数日历 2025"
"deu_Latn","adventskalender kinder zum befüllen","儿童填充式圣诞倒数日历"
"deu_Latn","bier adventskalender","啤酒圣诞日历"
"deu_Latn","after eight adventskalender 2025","2025年After Eight圣诞倒数日历"
"deu_Latn","edelstein adventskalender","宝石圣诞倒数日历"
"deu_Latn","füllung für adventskalender mann","男士圣诞倒数日历填充物"
"deu_Latn","adventskalender dinosaurier","圣诞日历恐龙"
"deu_Latn","babor adventskalender 2025","babor 2025年圣诞倒数日历"
"deu_Latn","yogi tee adventskalender 2025","瑜伽衫2025年圣诞倒数日历"
"deu_Latn","adventskalender 2025 kinder lego","2025年儿童乐高圣诞倒数日历"
"deu_Latn","papierdrachen adventskalender","纸风筝 圣诞倒数日历"
"deu_Latn","weihnachtskalender kinder","儿童圣诞日历"
"deu_Latn","parfüm adventskalender herren","男士香水圣诞倒数日历"
"deu_Latn","adventskalender befüllen","圣诞倒数日历填充"
"deu_Latn","ehrlich brothers adventskalender 2025","ehrlich brothers adventskalender 2025"
"deu_Latn","bastel adventskalender","手工制作的圣诞倒数日历"
"deu_Latn","adventskalender 2025 kosmetik","2025年圣诞倒数日历 美容"
"deu_Latn","kerzen adventskalender","蜡烛 圣诞降临日日历"
"deu_Latn","marvel adventskalender","漫威圣诞日历"
"deu_Latn","adventskalender 2025 frauen kosmetik","2025年圣诞倒数日历 女性化妆品"
"deu_Latn","gabbys dollhouse adventskalender","加比娃娃的圣诞倒数日历"
"deu_Latn","adventskalender ideen zum befüllen","圣诞倒数日历填充点子"
"deu_Latn","adventskalender lego flower","乐高花形圣诞倒数日历"
"deu_Latn","'adventskalender zum befüllen","可填充的圣诞倒数日历"
"deu_Latn","adventskalender badezusatz","圣诞倒数日历 泡澡添加剂"
"deu_Latn","adventskalender holz","圣诞倒数日历 木制"
"deu_Latn","adventskalender 2025 minecraft","2025年《我的世界》圣诞日历"
"deu_Latn","brainrot adventskalender","大脑腐烂圣诞日历"
"deu_Latn","adventskalender beutel","圣诞日历袋"
"deu_Latn","mädchen adventskalender","女孩圣诞倒数日历"
"deu_Latn","adventskalender personalisiert","定制圣诞日历"
"deu_Latn","stray kids adventskalender","流浪少年团圣诞倒数日历"
"deu_Latn","adventskalender douglas","道格拉斯圣诞倒数日历"
"deu_Latn","holi adventskalender 2025","霍利2025年圣诞倒数日历"
"deu_Latn","sex adventskalender für paar","情侣性爱圣诞日历"
"deu_Latn","adventskalender niederegger","圣诞倒数日历 Niederegger"
"deu_Latn","ddr adventskalender 2025","ddr adventskalender 2025"
"deu_Latn","airfryer adventskalender","空气炸锅圣诞倒数日历"
"deu_Latn","esn adventskalender","esn 圣诞倒数日历"
"deu_Latn","krimi adventskalender 2025","2025年犯罪小说圣诞日历"
"deu_Latn","weleda adventskalender 2025","薇乐达2025年圣诞倒数日历"
"deu_Latn","adventskalender 2025 kinder 2 jahre","2025年圣诞倒数日历 儿童 2岁"
"deu_Latn","kaffee adventskalender","咖啡圣诞倒数日历"
"deu_Latn","adventskalender inhalt männer","圣诞倒数日历 内容 男士"
"deu_Latn","schokoladen adventskalender","巧克力圣诞倒数日历"
"deu_Latn","kleine geschenke adventskalender kinder","小礼物 圣诞倒数日历 儿童"
"deu_Latn","adventskalender für katzen","猫用圣诞倒数日历"
"deu_Latn","fitness adventskalender","健身圣诞日历"
"deu_Latn","waterdrop adventskalender 2025","水滴圣诞倒数日历2025"
"deu_Latn","rentner adventskalender","退休人员圣诞倒数日历"
"deu_Latn","legami adventskalender stifte limited edition","legami 圣诞倒数日历 笔 限量版"
"deu_Latn","amazon adventskalender 2025","亚马逊2025年圣诞倒数日历"
"deu_Latn","adventskalender 2025 männer parfüm","2025年圣诞倒数日历 男士香水"
"deu_Latn","edle tropfen adventskalender","高档酒滴圣诞倒数日历"
"deu_Latn","kleine geschenke adventskalender","小礼物 圣诞倒数日历"
"deu_Latn","adventskalender pokemon 2025","2025年宝可梦圣诞日历"
"deu_Latn","tatort adventskalender 2025","tatort adventskalender 2025"
"deu_Latn","adventskalender hunde","圣诞倒数日历 狗"
"deu_Latn","adventskalender makeup","圣诞倒数日历化妆品"
"deu_Latn","kinder schokolade adventskalender","儿童巧克力圣诞倒数日历"
"deu_Latn","adventskalender 2025 essence","2025年圣诞倒数日历 essence"
"deu_Latn","adventskalender aufkleber zahlen","圣诞倒数日历贴纸付费"
"deu_Latn","snack adventskalender","零食圣诞倒数日历"
"deu_Latn","netflix adventskalender","网飞圣诞倒数日历"
"deu_Latn","die drei fragezeichen adventskalender","《三个问题》圣诞倒数日历"
"deu_Latn","niederegger adventskalender","Niederegger圣诞倒数日历"
"deu_Latn","adventskalender 2025 kinder schokolade","2025年圣诞倒数日历 儿童巧克力"
"deu_Latn","gin adventskalender 2025","金酒圣诞倒数日历 2025"
"deu_Latn","kosmos adventskalender 2025","科斯莫斯2025年圣诞倒数日历"
"deu_Latn","ninjago adventskalender","忍者神龟圣诞倒数日历"
"deu_Latn","tinti adventskalender 2025","蒂蒂2025年圣诞倒数日历"
"deu_Latn","roblox adventskalender","roblox 圣诞倒数日历"
"deu_Latn","rotbäckchen adventskalender","红腹滨鹬圣诞倒数日历"
"deu_Latn","adventskalender 2025 junge","2025年年轻版圣诞倒数日历"
"deu_Latn","geschenke für adventskalender","圣诞日历礼品"
"deu_Latn","adventskalender sticker","圣诞倒数日历贴纸"
"deu_Latn","adventskalender alkohol","圣诞倒数日历 酒精"
"deu_Latn","adventskalender kreativ","创意圣诞倒数日历"
"deu_Latn","katzen adventskalender","猫咪圣诞倒数日历"
"deu_Latn","lego duplo adventskalender","乐高得宝圣诞倒数日历"
"deu_Latn","saatgut adventskalender 2025","2025年种子圣诞倒数日历"
"deu_Latn","adventskalender 2025 zum befüllen","2025年可填充的圣诞倒数日历"
"deu_Latn","adventskalender häkeln","钩织圣诞倒数日历"
"deu_Latn","milka adventskalender","米尔卡圣诞日历"
"deu_Latn","adventskalender geschenke kinder","圣诞倒数日历 儿童礼物"
"deu_Latn","playstation adventskalender","playstation adventskalender"
"deu_Latn","whisky adventskalender","威士忌圣诞倒数日历"
"deu_Latn","bueno adventskalender","bueno adventskalender"
"deu_Latn","chupa chups adventskalender 2025","chupa chups 圣诞倒数日历 2025"
"deu_Latn","ferrero adventskalender","费列罗圣诞倒数日历"
"deu_Latn","schleim adventskalender","粘液圣诞倒数日历"
"deu_Latn","einhell adventskalender 2025","einhell 2025年圣诞倒数日历"
"deu_Latn","reber adventskalender 2025","雷贝尔2025年圣诞倒数日历"
